photo_id	caption	label	length	len_word
CsWitIJui_5cIFH8QiD0cw		food	21.0	1
Ogt0GdaNqZ9Yv1uOwK6_sg	steak shrimp salmon	food	57.0	3
mfmtg4iUNxRjTqJo-neHEw	shrimp	food	19.0	1
0Ql2R3DoqKvADMGJUM5hYw	beef sandwich	food	22.0	2
kxULd6DIQN4qSHTGubXsEQ	pork	food	17.0	1
TQlQwZPQ-psj5Blba9P7eg		food	36.0	1
Rat1yeIiJynw5bdCD4tpcw	sauce	food	138.0	2
ICxQrWWszpKSV-a89ShsOg	rice	food	49.0	1
5tClvUJeFk1LBfSPBAwboQ	chocolate	food	101.0	2
dWYi_LxrnvHdUnwX7sdOmA	cheese	food	82.0	1
cKnJke5s-zM5OqbKXQxJ_g	pork steak	food	16.0	2
Xo43wTVS4mjzUBbUWor5kA	pork	food	69.0	1
WfmxSlomonRUwt6ejwOzwA		food	44.0	1
78EBqs3UZ97q_mNojxfUxg	crab	food	50.0	1
qgWG5zN4IhQvl9s1vuArpQ	cheese	food	78.0	1
E7lFvlSseQVWpJdgVbq9GQ		food	35.0	1
o4z0xKYEoXBSoOXLZM8WRQ	rice	food	86.0	1
H23RFKBo5wSGHg5a7x63GA	beef	food	16.0	1
U9dJsMarL6ABd6y72sWQLQ		food	36.0	1
BN1itPgCYpp7FVmvWMZiyA	salad	food	57.0	2
onfd-uW-IsUdliUEZwm3DQ	salad	food	19.0	1
fAZYcaesjqFaKm3Ny1S3Xw	cake	food	52.0	2
wh97a4ndp6wLAzes10uXCg	rice sauce	food	107.0	2
slFGVqai5bxZGBOzOdqCnw	cheese	food	97.0	1
vs7NZVqLzGvcmUF_oPlRNA		food	15.0	1
fd6qZ2gIJb1SzypFVjdO9A	cake	food	43.0	1
mJuhcvBAYCcPe9tJt47jFA	salad	food	20.0	1
auVE0Q5hTxDXFtT4yxqE4w	shrimp crab sauce	food	129.0	3
A2xxzlRJ3UnI6No08OSymw	burger	food	24.0	1
UjTnE2CuN9PxDny2E3DZ7g	shrimp salad	food	18.0	2
3D_tF13hI5VSLwCTqA7_Uw	sandwich	food	62.0	1
L5wM0vEZURS82NYqu4ZoCg	rice	food	42.0	1
9DQQjKSJ73Q6eN7Jb96sGw		food	36.0	1
zuWKcJX6yAzVMLG6ka4Ufg	burger	food	13.0	1
DRZ23dMPMMJMevjMCAkyVw	salad	food	38.0	1
B44TA8QJoFCWzsu-fbu5JA	cheese	food	78.0	2
PYzX9duZSmdnalAY9ykx6A	cake	food	9.0	1
FGzTKkHAdAWHXz3aQu7U1A	cake	food	30.0	1
cIbZalH0G4d3-9XN7ohjAg	sandwich	food	29.0	1
3yMRGw9-Ef0sv3na_C9NlQ	salmon	food	32.0	1
BBl_HBilIVTeKLDWQhcP6Q	steak	food	15.0	1
LT5zSI0bDrlGAVa9luWPmQ	pork	food	20.0	1
yGZeeA00bBZlfxZJ8ht4Vg	pork	food	15.0	1
1-sI9pRNGrvxnuFPkGSdow	cream	food	21.0	1
9wv8TSMHGIbwokX-N5mV0Q	cream	food	39.0	1
WafCGzs8fRTBCTqTR6oORQ	pizza	food	29.0	1
GMV9LzLBF_hxaSC1dvHrhA	cake	food	33.0	1
Wtbopn7Gol03vLYCdcafWg	beef	food	66.0	1
QYyhOwCeKmvoV3r-PkPmfw	salmon	food	25.0	1
OfxjdeMmJJ85ai7tPYm_Sw	egg	food	29.0	2
ABV0Uk5f5XfmFCTnUD69sg	chocolate	food	25.0	1
RbY9WWNryMxXyXnMKFZMmA	salmon	food	13.0	1
PJFy6AQIfRcR_QPoZPO7eQ	chocolate	food	54.0	1
HCxuEklITYPx-MPT-SU8Fw	pork	food	17.0	1
ATWvOt0xibJBAtRxkE5TNA	cream	food	15.0	1
NPXdkGO_voKGbPpqGgZqRQ	pork	food	81.0	1
l-qxg4KJ_ovjXaHy3QA2_g	salmon	food	28.0	1
PJWDZSKCHWE8v5oscc6DGg	egg	food	80.0	1
Qhi5LKCmFEzeltgEY6istQ	grilled	food	15.0	1
bejZo_N7EbfV1wufOSdtjA	cream	food	112.0	2
PAkfSb-TCQCTnk4SsNr1VA	rice	food	11.0	1
38QRA6vZ7trIhkNRZZ648A	cream	food	33.0	2
YGkT6F4banRz_HWCKyJBgw		food	33.0	1
ZyEVmZpOkmh5O8gp2AwJJA	cream	food	39.0	1
5RHekwXmlUKXMrEY1E4sOw	crab rice	food	59.0	2
O2Fzjt9mjz3mFjv9wKMPAg	chocolate cream	food	53.0	2
QmDWW43oyU_3ybCKChR5nA	sauce	food	36.0	1
MkC7GvkSWChXFQ-nvmrVvg	shrimp	food	19.0	1
GWnQCUDonZax8a7rfV8Paw	salad	food	20.0	1
F1JL2x6gU3x5vaVM1XPMyQ	grilled	food	51.0	1
xtH-5r3EH8-nL5Ue0Pv96w	crab sandwich	food	20.0	2
jURhaUmJY6Ijm9HVVEgMFw	pizza sauce	food	117.0	3
p8HBhhpjuwMokvt5l0Fd7Q	crab	food	48.0	1
g1Du_i0raPzYG70jbb7PNw		food	43.0	1
8hePFlgp8DkpM1DV0kTmIg	pork	food	76.0	1
t3ma7UQ9uV8dwwW0NzA3Lg	cream	food	71.0	2
A7OTX68MPpRMAv5chJOZEA	cheese	food	102.0	2
UzWEtnUxbbQC4zhFvPVolw	pork sauce	food	90.0	2
hmac5f6yZWyJAAC-R8zFKg	beef	food	19.0	1
FOy7y2QeVf6p2tD-19dsxA	chocolate	food	119.0	3
xzxn2dA4D5F9RiMdHdwM6g	cake	food	63.0	1
EhfOXc7XUxbosJNGldgxNg	chocolate cream	food	98.0	2
JuuJqGwGLlwnueSUnXXLPg	burger	food	14.0	1
GbMFo86UUehFEJR3EusRiw	cheese	food	85.0	1
GLGo4AiSrLyeuuXAFE63qg	pork	food	13.0	1
AIzlx3IYMopui30ATSuqcA		food	85.0	1
ZiG8ZiZJOd_6QtTUYBaO-A	cream	food	21.0	1
AN25F4IjGa4BNwPwkhUcJg	salmon rice	food	71.0	2
u2e93f8bh6AZowGAlvVdFA	pork rice	food	139.0	2
RMiI0sylCkcMfhP5ONx4vw	grilled cheese	food	30.0	2
68GZV7Em7zHgo2ljgrctIw	salad	food	56.0	1
Wx5HBTUzo6y3fJqtF7vlpA	grilled	food	29.0	1
sBtBEFzEwYA0QGtOeG7KWA	pork egg	food	102.0	2
Jl7vQUOCYRfcYdPxRz1fPQ	cake	food	48.0	1
KFL4y_czuFwlOpyruTdH7A	chocolate cake cream	food	70.0	3
uCmsxa7mB_3vvKubNgF3UQ		food	33.0	1
sQNGoK22rzx2jjrQH1Tz_Q	salmon	food	29.0	1
e1StRXjjBPcxKY3-lc-WXQ		food	59.0	1
pcVClwQz2T_A_6Lb2H_cNQ		food	20.0	1
uwMKi1fVCLm39bl_BB2lfw	sauce	food	93.0	2
PKgHYZcjVnbl3Z7ijZA0cw	grilled cheese	food	65.0	2
Q0pcf-hQwoHu5roKZmZ_mg	pizza	food	18.0	1
HqkRb2qrCSUBxFl34HS8tQ	rice sauce	food	130.0	2
gGTHDUBuuos6eXjEsi609A	pork	food	12.0	1
5g-4qxoU2qolYAtbyCqHiQ	beef	food	17.0	1
sAeT30jr60vFlG8A7-h77w	grilled	food	27.0	1
9REDP_yIx4ecsdoBNrFGew	steak	food	13.0	1
o4hWELH5VnPNXuyUGED7pw	rice salmon crab	food	126.0	3
Yi34sduFWxDNfkqBKKEOLA		food	36.0	1
kSzW2At1uuw5eJhgu-5i1g	cheese steak	food	25.0	2
y2TyFH5fsOPFxO8KMQLbJg	crab	food	12.0	1
xc_3ghvOU2vjXxKubUe9XA	cream	food	110.0	2
ADX6GM5lHS0w89dEKrl_6w	chocolate	food	39.0	3
zzk5Ohw5Pw0qzzdDQJ02Lw		food	36.0	1
wiQPV7nhHPt42KyT-cghqw		food	56.0	1
yrgmuJWCElteaqZiwBDHQQ		food	76.0	1
w_DSasGVj9UrEA8xx1oeWQ	burger	food	17.0	1
T-zApgWVwlN-kPtqgCo0xg	steak salad	food	14.0	2
hHq-FlatmU18ypRIS1nxaw	pork	food	18.0	1
h8iqznLjj3jqU98zdoN8ag	rice	food	15.0	1
RY1GEFi8xfUKBlIX8p2m0w	salmon	food	11.0	1
wKVWGlcRq429nN2TEqnnpQ	burger	food	17.0	1
bnubw2gympx5337wL11P3g	salmon	food	27.0	1
5dVR3ka1RG-W9TVmQYYENA	cheese	food	22.0	1
I6k9ptD0ooFvE1Gr1ofY4A	pork	food	22.0	1
85wdHshiaCCSaKc2CwlcWg	pizza	food	18.0	1
KWCb6RCEQ9SPLhaGhecZ1A	cheese	food	25.0	1
hr0EbQY1i3G7LFTrJnZumQ	egg	food	31.0	1
GBsEAIdh35IyC-A4hh_FWw		food	96.0	2
0WgNlfogdPxAc14C7wtUTg	egg	food	80.0	1
dVVJPlRocJhiGvCJ7PYPoA	salad	food	15.0	1
EVLZdNYdANN2eQGHHjyn3A	grilled sandwich	food	60.0	2
QrfoGtxLtof_ek2KU2ChQw	sauce	food	22.0	1
TV-c-MSXMv7DEBPnziBCBQ	grilled sandwich	food	60.0	2
kQVsIdU_ElGeQ8351phR3Q		food	15.0	1
Ty7XkWCJ4XyX2h4x07oNYw	salad	food	39.0	1
YVfRT3quENaXMihXqmoJXg	sauce	food	64.0	1
FWM8quJ5qmgqPDkG3q5IQg	shrimp	food	75.0	1
70Ywq2k0x3bwRUt50gL23w	sandwich	food	36.0	1
0FxJ03OpULDHkf3QYcLGhA	chocolate	food	41.0	1
WuHcht5RdhWCR79zXJGDtA	egg sandwich	food	79.0	2
KkU74vHObZptuBXPfokWOw	pork	food	38.0	1
-3aISS7LOp307V2_6CX_Vw	cheese	food	55.0	1
76FyB-lQtZZjHjPN8tfuEA	shrimp	food	70.0	1
bl5uBeIPpaQtrbjg36dzsw	sandwich	food	29.0	1
KO3PrJNx7j6aTSgdCYLx8w		food	115.0	1
LOa0gwMhahztVsiJ4DPBiA	salmon	food	73.0	1
TxlMEqCLXL8iLfj2nK9U8A	salmon	food	38.0	1
LJuJ8l7hocQY3wSaTKx96Q	cheese sandwich	food	122.0	2
PwYuOva7rmwsOGObZg9XSQ	cream	food	49.0	2
eBAV2u-AYvJf9E3fx5nF3w	shrimp	food	40.0	1
Wq2l83_8MNda4xXazYWGLg	crab cake	food	19.0	2
VfXjbi29MRFPx7MTzd5lYg	rice	food	117.0	2
LcAt9UXcokR8h3rpNsOQzw		food	103.0	1
yPbL_mGc6C22Ed8H0NLa-A	salad	food	22.0	1
1mjDLeO6K0Wj5vlBhLWnCA	beef	food	14.0	1
UtTM6fuKhWxS9yTVcKZyNg	grilled sandwich	food	60.0	2
KiD1N8pWgdlo5e9rjmd6yg	pizza	food	65.0	2
D4mn_H6lY6pUvdQ4EqBh1Q	salad	food	19.0	1
cOJWtjpfcspTdF3fSxHqgg	sauce	food	122.0	1
EK5GkoPBkC5fng9vFPTxow	rice shrimp	food	44.0	2
tLeKhotTS9Q6dPE_eBnNIQ	grilled cheese	food	25.0	2
zVNVGVslQRv7gW2znO1wvA	chocolate	food	17.0	1
EBEBkyos3A4eOSsGfKOYKg		food	31.0	1
rRPgI1FeEqbNrUN8-LJUcQ	steak sauce	food	105.0	2
RubI18ViRgLgGtQYJvH89w	sandwich	food	62.0	1
PYOmGGdY0Pfp4pKXlYDRjw	cheese	food	72.0	1
bpCTqMIZjTxmSiRkH-nKiA	pork beef	food	84.0	2
dnSxLrPconWgOk1ARQvNFQ	cheese	food	19.0	1
VOHcY2TkiAQzqNis9x9DZg	pizza sauce	food	115.0	3
4ryBb1K-yVDI7Z7fJpYHXw		food	123.0	1
GiHPIPTDYL-npRRVf3-WSg	shrimp salad	food	40.0	2
-WBYqcoJ3ypmf44v_e2txQ	pork shrimp	food	41.0	2
T4qf-YLkBODkV2PVfV0zag		food	57.0	1
quq8kg7AxqOfY2vscTixZA	grilled sandwich cheese	food	126.0	3
2sHZZDvdi4ZlXsUq4ZOPGQ	egg	food	83.0	2
eVosjZIGthQE9YasQskuEw		food	71.0	1
sPgtLZUtMk5JbWwN9dvHhQ	sauce	food	77.0	1
0_K-f9iffTrFZdIsOdDLgg	chocolate cake	food	79.0	2
EqWsF_ZrSjLW-JROboHZfg	cheese	food	12.0	1
FUlbXzo7sWCMJmmUXno5dg	shrimp pork	food	95.0	2
VlcsXxt2zyIySy-FVBOyAA	steak	food	127.0	1
TKluqH2JniS8bp7HCZRDhQ	cheese	food	47.0	1
hdhAN2B84j9qfI2mxqGFNg	salmon	food	14.0	1
qFwLQ_PshtL7dxQZwLekZQ	burger	food	80.0	1
aVUkHeS7bDIuI1I9eN9ZvQ	grilled sandwich	food	60.0	2
-RZmaRdtZwl9virh1FJsYw		food	60.0	1
0bUFjrNl4w1V9Z2M1TUTVQ	shrimp	food	26.0	1
-ID5g1Nx1PfRhQSe4ch6cw	salad	food	12.0	1
_87aXKaw2LilxHy3E73nWQ	shrimp	food	18.0	1
2LKb1UDyZri_6xUC2z8rhw	chocolate	food	48.0	1
fAEMx96CxUduXRrBZAvhPw	rice	food	18.0	1
AJ2N2kwuL2luhKt-jTGoog		food	6.0	1
oC3rQ6AEq9mZfHBVqF03DQ	grilled	food	15.0	1
OW3r8kdKI7EzDslYydF26A		food	13.0	1
uegFQ21AtUMlmc9ZCoWX6A	grilled sandwich	food	60.0	2
aqcSynP-i4AkxennmoosmQ		food	10.0	1
gjHvV8BmQmlR760FIC-L9A	salad	food	54.0	1
UgkESCqrUbE4J-iYJg6pUA	egg	food	20.0	1
4thhGA8493noQbyJ15_VRw	salmon	food	6.0	1
gXzhGGPxTEzXAfzvz74UCA	salad	food	119.0	3
YeSMIZ7B7MRSu6xyie09vA	egg	food	8.0	1
pLw9XPHJaH89ZeT6qIiLOQ	beef	food	110.0	1
iVTOcG_ANN8C2eUnvDbhPQ	pork	food	28.0	1
bAaUW-M5pZAPl3a1u6Ls_A	beef steak	food	97.0	2
zez1F9xqHyRkFqzzjD2UAQ		food	36.0	2
I4B11bugCPu5-JLT-z8gaQ		food	28.0	2
ZhFeJMN_VbzpI88dgTi31A	shrimp egg	food	98.0	3
mVaHGbXctljQudcbExpWUg	steak egg	food	26.0	2
23-1q7jLV69v5k7ZdLj6jQ	shrimp	food	12.0	1
zYA9uzU8xvpoBWUZs2g4dQ	cake	food	26.0	1
VSCkVhkMBRx9BpNXmLw22w	shrimp	food	13.0	1
hJVOAV2usXvzFbtMcbM4GA	pizza cheese	food	71.0	2
QFi_aVn2KaxpFZRD3CG5OQ	chocolate cream	food	35.0	2
DZgzB4rZqb37n_e1PP4F2A	pizza burger	food	14.0	2
op5VluSfZfpHzVUaa1r03g	rice	food	31.0	1
PA6VPn466nZj3nOBwjIpqg	salad	food	61.0	1
roBKjY9MfdDsJgMHsMM8yg	shrimp	food	125.0	2
bL_50U1q8BM3EbrJ-HMrRg		food	48.0	1
nMRUqeiXZFfBi8SdZvDcqQ		food	15.0	1
DcdU5k_a6d3v8NoUTdMnHw	sandwich	food	16.0	1
hd8AWO1vffxzx_8DolPrdg	salad cheese	food	101.0	3
bWe-b3FEPneGrDfGQWGoxw	cream	food	136.0	1
7SOm_81kk-0NyuPKWFeiwg	cheese	food	36.0	1
eS7glSCT_6Bp2XBdwH2GUQ	salmon crab	food	70.0	2
smzrMZDTXpLf27eB9ZyTLQ	grilled sandwich	food	60.0	2
p8YBmiJj06wnrfGRDv2-Tg	burger	food	24.0	1
uxw4uvXmal93xkhetCM9dA	salmon	food	29.0	1
MhWB8uB4FhOZkEizA5vWWg	beef	food	51.0	1
II6UNUx1sxrZzdWUtHyzsA		food	14.0	1
vMMaoOC_xwMWtRI6rOoBMA	sauce	food	52.0	1
q-mADN1s9yHALyfURtmDcg	cheese	food	19.0	1
VyrU7EhmSi7smcgwyvgPZg	steak	food	28.0	1
uwIsslvI0IPyEmQeAN26Ow	pork	food	20.0	1
_dIldSsnt_3Q792iXAmuRQ	grilled sandwich	food	60.0	2
qt2SWnG4jBNzd9x2xNvDJA	steak	food	11.0	1
4I6yhlud2wvtcfHCbliyMw	cheese	food	54.0	1
WNDfxFo5Tx6ZLYhmP76mTg		food	50.0	1
KBEQTllxkFFV37svebPyYA	chocolate	food	45.0	2
DFr08RBRiNuFLU3dfviYog	cheese	food	80.0	1
fLReFYDTNa5Xk_cuzuBuDw	beef rice	food	30.0	2
rzn2CQNPCJKbjOCtgQPJTw	cake	food	23.0	1
CQyWFnaxYoHZ4AWPaGGuvA	egg	food	26.0	1
9dw_dMksERWzEVj6qORKAw	burger	food	78.0	1
mExgVLetcZna-Keyrc6t5g	cream	food	15.0	1
fIawlQ9KGXBvId1hWRvi9g	chocolate	food	19.0	1
5WJq_IB2bDVWqdzW2NKikQ	salmon	food	12.0	1
_Bj9RaxVuuo8maZa1a8_7A	burger	food	30.0	1
1FYYtux9sPd4L2xDZf9SWg	shrimp	food	19.0	1
3UsUf94BlajONRoPYwiW8Q	cheese	food	55.0	1
T5kBFPZ0SIDz4gQTSOHBgQ	egg	food	43.0	1
FfK3CVKS6HAqdAqfTFs84w	crab cake	food	10.0	2
VJ5dbqQWcZY9mvYTitNnDQ	crab	food	31.0	1
qcjRgGxOUZhXBqGPIWxYsQ	pizza	food	56.0	1
fKC0PBxGxtrzWiE8Qt8iCg	pork	food	25.0	1
gIvcjNYQcJT693hk5JVxzw	salad	food	21.0	1
F52DTY-wdAjvw3M4QK1gTQ	crab cake	food	10.0	2
89IDWwP6Tn4TM84KkeOHvA	chocolate cream	food	54.0	2
Mr5XI1-IiCtWsJOkNc6wPA	pizza	food	94.0	2
Obg5wf7yFqWEve9VC0c9zQ	cake	food	40.0	1
nlejxwkv25n7_J4B2gB2YQ	steak	food	23.0	1
8DZp0UHg-lYd72VdAZR7OQ	steak sandwich	food	43.0	2
JUfgyhmbexLllbpsq-Pn_g	salad	food	10.0	1
AWgOxbvU4aaWTzMYu6Vm9w	pizza	food	12.0	1
e9LoFlVVuK8EoEYoL_nxHA	salad	food	48.0	1
Iey05fBmhKUPjlR0q_79tA	beef	food	62.0	1
3mck0cwvM5uVONuxEKP_Aw		food	31.0	1
wmECyEccaphm_tbGI1Dmug	pork	food	18.0	1
hSv_9ahochDqw3LvJ-W1cA	salad	food	48.0	1
fZVeJRS8roYbD8Ku4lyPFw	cheese	food	126.0	1
amzkNM4gewFP_3lhSWyt8w	beef	food	117.0	3
tZz3NPHNxgBUr53RI9jSWw	pork	food	41.0	1
iquCqJwELTxNVGF1IgDo7w	sandwich	food	32.0	1
MV0RXIpXOXMkpSGsor3jXw		food	27.0	1
iauJnX9fS_1gy534CKTS4Q	salmon	food	74.0	1
bxS1dT9gq9TL4OsFN8REUw	sandwich	food	39.0	1
C4w5VL_oWlB_2h62SIwsOQ	sandwich	food	39.0	1
k0Kf-pW2hYjsOKLI1o3G_Q	sauce	food	52.0	1
2f6nwRjOOL4GMAy3iW3V4Q	salad	food	54.0	2
fWanOkRzLuELz9n72e_VIw	salad	food	57.0	1
6hQmZKNI4XPctDFmD8wcSA	salad	food	48.0	1
v6gZPl-zB0POnkS6u7_ngw	burger	food	73.0	1
B4MeEddGKSRHX1geek3fWA	cheese	food	122.0	1
LO4GAQ1KGqQNzOURqmwOXA	shrimp	food	17.0	1
QgumxsOfg7E2zMSQzSsNTw	salad	food	41.0	1
qyBtcrc2e4DIO-3wgUf6lg	beef steak	food	17.0	2
YR7WC-D2CiC3ISery7_bOg	egg	food	27.0	1
_P1GEdChiAXSkv4EBqsLNw	beef	food	14.0	1
KjNsJZklHLR9XPJtH0rWbA	beef	food	29.0	1
9oOsHq73Cg_CBmPxVAVUBw	egg	food	17.0	1
poHjepuPZO3DZfo7Zb_leg	salmon	food	6.0	1
vHyx8zXblmyoLU-H6lhjpw	egg	food	4.0	1
huZ60-qpRCHjiOZjS898EA	sandwich	food	51.0	2
h1g_-USJMZpS9ZG3vNcPEQ	salad	food	11.0	1
5pk6RdzX2F-0Bk2ujjvA-Q	rice	food	10.0	1
3wT-KFWGvQzcfulbW6toAQ	cheese	food	14.0	1
Zc8d7Pm7QRVV4_-ZbE4egA	cake	food	70.0	1
wrOoGxY7oV7OPsSualjseQ	pizza	food	18.0	2
Gnwqk3i-DptHPDdzrQ8RsQ	cake	food	55.0	1
6EFNR8cFJYD1hI0r4VjTnA	salad	food	134.0	2
l5hltke6sxYx9I4wo1mW2A	egg	food	66.0	1
nSBGd3zIyBCu7oJXYdZ0fg	sandwich	food	39.0	1
cw1jiTQiAe0MtNyvTvuOBQ	salad	food	44.0	1
0eWJwedIJe_tYmTNeHk9eQ	grilled sandwich	food	60.0	2
N417k6T56uTsCCG4u9Cwlg	sandwich	food	51.0	1
EM_he-Vxrz8dCijFXz6pAw	cream	food	20.0	1
iPRdMbjQa2hBaUH-Ac-3Dg	pork	food	55.0	1
MSgbkiZB3hN2QSMWTlCjDg	burger egg	food	31.0	2
WfmA6a8Rjw0bKfaROt1YfQ	cream	food	35.0	1
B2_iXMifz-nUsvYFotdMuA	grilled	food	106.0	1
ibK_3ve4_8ZBuuY5TMNi6Q	egg	food	65.0	1
vnvCuezdJgPsbB6mi5oawg	cream	food	59.0	1
qwLksa6IoO4BUzYnV7zaBg	shrimp	food	139.0	3
qpFR3CYgBGn77TYa--Y-pg		food	115.0	1
7is5Sss4cI7nW8EGe2f0lg	pizza	food	11.0	1
1Q4yKiKM45UCfISWvrQF6Q	pizza	food	61.0	2
zLHZ-Ir7vSdGMbmbZZtFWw		food	35.0	1
oP_xpTO_eJVwyuI8ok9TzA		food	52.0	1
C27v2f8z0svYZ8m5RKeG1Q	pork	food	27.0	1
9W4T1FXqxLpShrhgmMq-BQ	egg sauce	food	103.0	2
E2glkWYKEJl-nVymnFDplg	cake	food	53.0	1
WGR-cpQnUro-XykExZQxww	pork beef	food	94.0	2
lLtrpTBQ3wNQ_KMzvz69Uw	cream	food	55.0	1
92D-U9mfT_YoHYUOrEAeGQ	rice	food	11.0	1
9ukRCUrTIgw8IMU9FCWAjw	pizza grilled cheese	food	30.0	3
gt02T2e7D0rf-Z27aTE9KQ		food	56.0	1
Rr0q67p1WJg4DkM0N9nr5A	shrimp	food	27.0	1
Y2Rzz-5JswYLWHNEYFUeRQ	salad	food	14.0	1
