photo_id	caption
R_PebRmThvp1Toh5Jblhg.jpg	bbq combination platter roasted duck belly pork
o55cwOY5RSLIGddkzKeEg.jpg	waffle cheese
0ghU45i_B77pZcyMLRgkg.jpg	crab leg shrimp
V6kK4LLfigZGt1NFPY4sA.jpg	meat pizza flavorful
hf6UymN05rlZ4BiF2u99Q.jpg	french toast
P_337TkFazF_jh0EX5Edw.jpg	taco burger shrimp chip
ReUg0LFDiCY5u_s8xQHgw.jpg	tomato burratum
YJIZhHmovzP61pMStlQSQ.jpg	fish chip corn beef hash
eqU4Z2rEmF6DJ8Ez-j2lg.jpg	burnt onion cooked oil pizza
suCTmI91A7pO1cYbzwHGw.jpg	hamachi clam halibut coconut rice spicy tuna sushi
VhrgUC1L01bhpi22uM-vg.jpg	potato
Jo1c79BXXdSSRVDwZmZtw.jpg	lobster pad thai spicy deliciou
7Vznp_4gu4YUTWnW7TRow.jpg	fried rice
x4sobLqZZpCyG_dmnLtbA.jpg	dessert
A0NKe2w1u7SaNcAk4zCbA.jpg	pad crispy pork
lXPIhcMCzd59peD_8jREw.jpg	fish
EwW8H8ytVll9ugV5X2T0g.jpg	carrot cake
VsRhlu9jnLnApIbLARIiA.jpg	wrap avocado bay scallop
GBWJWNya6z0AdvXOHwrTA.jpg	box deliciou burger
ykLxKV9hLDpKF-ldAFQlg.jpg	chocolate layered cake
jY4t_12liOGaQ62mpKlIA.jpg	nigiri love fish piece
ZQsD0s7uWlwm48cUsMf1Q.jpg	steak salad
IeyXc7uIxL0jGmzaFNcKw.jpg	crispy rice spicy tuna
3Wnk-U7g91kVZVjaJhCEw.jpg	chicken taco
akZsX0EVpbemFLWeYqseg.jpg	steak dinner
HLfRcE8bGhDVeK1kDhhHQ.jpg	mexican enchilada plate beef chicken pork deliciou
uPt-wWC6HTjksIgdOdN-A.jpg	roll
6sFtDmemsQJDQMjbgzsNA.jpg	crab leg lobster
6ykS0o3mHkE3E7nMKeojw.jpg	strawberry banana mango smoothie
1Dnpu49OggQuSZpvCfexQ.jpg	fresh bread
81Jgx0QllvnS943LNaNdw.jpg	black tiger roll
dd-2Zj9R7br-bvShq2Dqw.jpg	pizza margheritum
bbRbJSnZcQBnw3nNcyUdw.jpg	burattum tomato caprese
KeR7pG6aqJBT2tQbLhWfw.jpg	torched sashimi salmon deliciou big
9ZJnHPROdCnopP8ZfaGDg.jpg	appetizer chile lime shrimp
IWaY_QroFzbXnJTRlG9Gw.jpg	street taco
r2NwCs_Qq8D_5WkERI4-A.jpg	vermicelli beef chicken pork
KpUQlZUPT2jy9Zss83Xxg.jpg	fruity ice cream
R5Wh7qVIGlD_EuLMnGNUw.jpg	fish
EbQX9lynIbAsxpXsvAdfA.jpg	spicy bbq pork sandwich
jTxXBaJ7ZpK34RDnSfw8w.jpg	rib panini fried mushroom
YvtXEhWDazaexonjKrOow.jpg	linguine lobster
zyZYuJ3Js5BkuaH0cwl0w.jpg	salmon
nn3lcWSfskz1jf7bqwghA.jpg	baked clam little bread
XaLS-bGxNcOSne-eHNgzQ.jpg	egg
emNFyQMFieWyegNv9aSqg.jpg	spice chocolate cheesecake
BC5aGVrahz6eCOX6098Ag.jpg	steak bowl
IuWCp2RnJx4RmdSk48swA.jpg	antipasto salad deliciou
Y9uOLp06vVD4fWibNJpwA.jpg	mole brisket taco
RqiQ1UdVnMgWd-G8ThYfw.jpg	pork belly burger pastrami style
ryo_3pdEcaES7qIkJsD1A.jpg	corn bread
MhhJvO7KXfv6TqJpAkIlQ.jpg	strawberry bubble waffle infused jam topping ice cream
YUGDUdGgYmqtRuGXe8kkw.jpg	hummu pitum bread
O_I1BaFw9Y-LtWWIdXDVw.jpg	lamb rib
KBldXg8RmpCQtVb9WtB4w.jpg	breakfast sandwich
AL2Gh4R_-2vGVNWmzvkxw.jpg	complimentary bread basket yummy
deRmO5K4J5QNjleeL_hnw.jpg	roll
7HQuRVLmKgf5S6umcsE7g.jpg	strawberry vanilla crepe breakfast
yrY84nlgoa6RA-bpbho1A.jpg	bbq chicken wing
8FJb6ISkzzK2Dud1GSrAw.jpg	shrimp stuffed
Qxdx9HhKmk7Nsr2EFeH3Q.jpg	pork rice bowl
1uJtC8iE_WIIw--lRHZVA.jpg	turkey salad
GKROVQx-PqfiJhzfVQmCA.jpg	roasted cauliflower shawarma plate
RX_xoawZcEsSIqAVaCWrg.jpg	pork chili verde sunday chef special
R7uAvrOEnHc6JwXgdGh9g.jpg	roasted branzino lemon fennel confit tomato
FwpJFgRDluMs-a5W4rk2Q.jpg	deliciou avocado toast
Sl37aba8rK4eYXNW3YuyQ.jpg	steak nacho
eV3AOPc2Q-1zffnb03cqg.jpg	roasted sliced turkey
iExSZQh8ehMNZJpHDnZCw.jpg	beef red chile
S_KvHYj3CU-rgHWtiNtow.jpg	hot sour soup
0lY_zRtpvTB3kLSY49i1g.jpg	breakfast
zaIxHNHkr5RqFIaep-pkg.jpg	roasted chicken rice bean tostone
wqSOMjE6r6tkAC3NHTg3w.jpg	burger
q1LTCuunxs0qqzo35LhJg.jpg	bacon potato salad deliciou love waffle fry
bqxqrXgp-llhd2ogbOX0w.jpg	tomato salad
VOStaRCziVaJsPzux77Gg.jpg	taco wasabi marinated octopus
S4hXrmCjjqBkd8fVazBOQ.jpg	gluten free vegan matcha orange blossom chocolate endoedible
wRsxCSgkE4cc0InQYBVrg.jpg	spicy tuna
3Z8C5QbIR2sAzFmdSpNSw.jpg	beef
77UKJhHbYyeLdgMDMBE0A.jpg	dessert honey toast ice cream fruit cotton candy
j5Ssnq-PRH5LFNQsck4hw.jpg	crab side sweet
73qAO4g3MzfdiOiFT4K-A.jpg	truffle ham cheese croissant perfect
50yRZ8NkeTWg_nZGJyE9w.jpg	corn beef poached egg
sfSVzcd-AJvgSjFPtqlEA.jpg	fresh fish
-g_EZrWYU8BjWqrYodLLA.jpg	shrimp tempura
jMAyVQk8xmQTw61YbI-jg.jpg	burger
3miekkTK-NiLEf0kyUBEA.jpg	house porchettum sandwich
XBnwnDslQud-Q1ftKgKiw.jpg	mediterranean salad
D98gUwz9JBsL7_qR6v9OQ.jpg	strawberry sour
8mG-0FPYRE7MaVeUJyZLw.jpg	crab cake
jizVerWuf_VeeAN6FgbOg.jpg	tuna taco
9f157KNnWEHhIaBpNujcA.jpg	grilled shrimp spinach ravioli
EpvBX6qdR8DXx7Ks3thbg.jpg	shrimp brunch
HEk6V2GL6b11RWLtPRx2w.jpg	pig cake
g7b_xTV36yniizYGCb0pQ.jpg	soup
EGL8-H5glbj4KJ-7jIv_w.jpg	chestnut cream crepe nutella banana strawberry
sw5y5ck4u-4h0lZg6Ps0A.jpg	beef carpaccio
c3JUHK1z8QBoN_SaUxSqA.jpg	cake
gebyFQwy-eOeSmMKT_Jcw.jpg	chipotle chicken pizza
jWqH4hFrAkZggdYxbscjQ.jpg	pork pitum ordered pizza deliciou
cNZdaQJ1kPmSR1HtXI2XQ.jpg	strawberry cookie
jBghmW_Ghm81oCnVmyGgA.jpg	egg brussel
uJM0Pken0C94_WTHdqtFA.jpg	grilled beef rib
243k7REJq4m7tmYQW8kfQ.jpg	rib baked potato cheese
VM3TXlGpVe_4_zVSQRuUw.jpg	sausage pepper small
dZ30miez_N5jLfQ1f2MuQ.jpg	tomato caprese fresh burratum
67nLgDtOnUqZoFToqZRFA.jpg	tuna sashimi
al4EIO8YUp2lkGH_L7gBA.jpg	chorizo burger
z3rnn_ETcVS_cp7bhm-Zw.jpg	peanut butter ice cream
4Ev7oDr2ZDFKLhX9sUy5Q.jpg	grilled wasabi chicken sandwich
5Fqngf4H-n2CANh8B3V1A.jpg	chicken bacon ranch wrap caribbean bowl
cO-K40DQJs3OhAr6jwzcQ.jpg	smoked pork chop
-rBFAYMTvYMiE-YJw0eXg.jpg	ham egg
md-uqiibbV-D6QBEmLCJQ.jpg	spicy roll fish
lUMHTioKwsN4LQ0JEIdMw.jpg	mango rolled ice cream strawberry jelly love
lYajN9iMgiDT-Cey7D3uQ.jpg	steakhouse bacon cheeseburger chicken avocado sandwich cheesy steak fry
mRVmXaxuh9XZLTDmX9Vwg.jpg	bean taco black
aPe9fXeog1RMS09CFEpBA.jpg	chile pork stew
17YhnjyIsWGa0wm7CJXpA.jpg	maple bacon caramelized croissant
G-DT0I3unrxz79-5SdoXQ.jpg	bowl pineapple avocado ponzu
W1Z_I-AVCaGZ9Oe1zDbyQ.jpg	stone crab
_bpZVD4gJzTsZ2MNOJYtg.jpg	lobster
pcUBWFoz7tIULuneaavMA.jpg	chocolate red peanut butter coconut pineapple cupcake
18j3LZMNsYCSUNGaiHXRw.jpg	tuna burger
1cWaJ3FQ6zpG6My24NZGw.jpg	pear omelette turkey sausage
59g7XrLJdprM0F9Y0UV2Q.jpg	pulled bbq beef short rib sandwich
mjLkv2CI2ebQ6OPcr7exQ.jpg	beef
ljmRmlLvQcz6akOWj22Ww.jpg	buttermilk breakfast
mRz_Z_PP8sSSjDhZnIJsg.jpg	sweet potato strawberry chicken salad
PpB24DZsamMnb5WZ4Kd7g.jpg	shack cheeseburger burger topped lettuce tomato sauce
